Title,Title_URL,Image,Tag_URL,Tag,jsteaserstandfirstlink,jsteaserstandfirstlink1,Time
GSK hails respiratory virus jab after trial results,https://www.ft.com/content/b7d40a54-3417-47b0-ba0f-22d329d1d09d,,https://www.ft.com/stream/7e27074f-ef2c-45ed-a6e3-04f0a93451f4,GSK PLC,"...It provided its adjuvant, which can improve the immune system’s response to vaccine, to other companies including Sanofi that were far behind Pfizer, BioNTech, Moderna, and Oxford/AstraZeneca....",AstraZeneca,"OCTOBER 13, 2022"
Nasal version of Oxford/AstraZeneca Covid vaccine fails in trial,https://www.ft.com/content/4ab29e80-12c0-44a0-8c48-908ab4ebaa55,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F82785d46-cdc8-49f4-9b50-ff95aec64cfc.png?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...AstraZeneca, Oxford’s partner for the Covid-19 vaccine, funded the study....",AstraZeneca,"OCTOBER 10, 2022"
Malaria/vaccine development: injection of hope,https://www.ft.com/content/39362d00-0a3f-4024-abd0-ba5cfdddb43c,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F33d34aa8-ba7a-4353-9521-5d3774b4ad5c.png?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/medical-science,Medical science,"...The team, which previously developed a Covid-19 jab with AstraZeneca, showed the effectiveness of a booster shot in a study involving more than 400 west African children....",AstraZeneca,"SEPTEMBER 10, 2022"
AstraZeneca succeeds in last-ditch bid to stop former executive starting at GSK this week,https://www.ft.com/content/1660bd90-f232-41dd-9a71-8edf54cb82ca,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,...AstraZeneca declined to comment....,AstraZeneca,"AUGUST 31, 2022"
AstraZeneca sues former executive over move to rival GSK,https://www.ft.com/content/66cc50a5-fafa-48cf-8cac-b03042791e9b,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...AstraZeneca and GSK declined to comment....,AstraZeneca,"AUGUST 16, 2022"
AstraZeneca to double number of countries where US biotech arm sells rare disease drugs,https://www.ft.com/content/0c6464ac-995a-457c-9388-e9b0573800cd,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...“The idea is to use the subsidiaries of AstraZeneca as a leverage to gain a greater reach around the world,” Dunoyer told the Financial Times....",AstraZeneca,"JULY 30, 2022"
AstraZeneca raises forecasts after strong Covid and cancer drug sales,https://www.ft.com/content/754327a5-921f-4d39-be06-17d39da5ad30,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...AstraZeneca also announced that board member Michel Demaré would succeed Leif Johansson as chair in April 2023....,AstraZeneca,"JULY 29, 2022"
Covid-19 vaccines: shape-shifting virus puts agile manufacturers at an advantage,https://www.ft.com/content/c7f60b6a-a1bd-4896-897f-e4aa8aac7bd7,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...That is not the case with the vaccine made from a modified adenovirus by AstraZeneca/Oxford university.

Nonetheless, AstraZeneca’s jab comes second only to BioNTech/Pfizer’s shot in terms of orders....",AstraZeneca,"JULY 19, 2022"
"GSK split will help deal with ‘perennial underperformance’, says chief",https://www.ft.com/content/77e0a8de-bbf6-4a2d-9918-a199c398626e,,https://www.ft.com/stream/7e27074f-ef2c-45ed-a6e3-04f0a93451f4,GSK PLC,"...The pharmaceuticals division will have an estimated market capitalisation of about £70bn, according to one healthcare banker — smaller than rivals such as AstraZeneca and Sanofi — which could make it vulnerable...",AstraZeneca,"JULY 16, 2022"
Oxford BioMedica extends Covid vaccine deal with AstraZeneca,https://www.ft.com/content/d5a2cdb6-8138-4511-b6c5-a06f31a65e76,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...Before AstraZeneca partnered with Oxford university to develop its Covid vaccine, the pharmaceutical company did not have a significant vaccine business....",AstraZeneca,"JULY 1, 2022"
UK signs £1bn deal with Moderna for new vaccine centre,https://www.ft.com/content/aab5de46-6a30-44fb-9e9d-08b915059b6f,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...In 2020, the government bet heavily on the vaccine developed by AstraZeneca in partnership with Oxford university, which never achieved the efficacy levels of the mRNA jabs....",AstraZeneca,"JUNE 22, 2022"
Sanofi and GSK report ‘positive’ results from Covid booster,https://www.ft.com/content/8da80d74-9ba3-4e96-950f-d6501af39dd9,,https://www.ft.com/stream/35509ea0-bccd-41f1-80e7-d4e83ece7dc0,Sanofi SA,"...The companies only applied for regulatory approval for their first vaccine in February, more than a year after the shots from BioNTech/Pfizer, Moderna and Oxford/AstraZeneca were approved....",AstraZeneca,"JUNE 13, 2022"
"AstraZeneca-Daiichi drug sharply raises breast cancer survival rate, trial shows",https://www.ft.com/content/9a9a3650-4e5b-4dcb-aeb7-1aa8533fd6d5,,https://www.ft.com/medical-science,Medical science,"...Global sales of Enhertu outside the Japanese market were worth $426mn in 2021, according to AstraZeneca....",AstraZeneca,"JUNE 5, 2022"
"Investors’ Chronicle: Treatt, Virgin Money, Vertu Motors",https://www.ft.com/content/81620344-acc5-4b97-a3c0-b9e777b3a27b,,https://www.ft.com/investments,Investments,"...The All-Share index has been pushed up by big rises in a few huge stocks such as Shell, BP and AstraZeneca. Most shares have underperformed the market, which means that so too have most funds....",AstraZeneca,"MAY 13, 2022"
AstraZeneca sales beat forecasts on Covid jab demand,https://www.ft.com/content/55a28845-7361-4c4f-ba79-673cf73b561c,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...AstraZeneca confirmed its full-year guidance at constant exchange rates....,AstraZeneca,"APRIL 29, 2022"
"Investors’ Chronicle: Oxford Biomedica, Wood Group, Just Eat",https://www.ft.com/content/306c007f-f764-4821-a0fe-059d19681deb,,https://www.ft.com/investments,Investments,"...Put simply, the trajectory of the share price remains intertwined with the clinical relationship with AstraZeneca....",AstraZeneca,"APRIL 22, 2022"
Oxford BioMedica warns revenue will be hit by AstraZeneca jab uncertainty,https://www.ft.com/content/5ef2709d-bb3d-473c-b5c1-9fcf11170387,,https://www.ft.com/stream/3e1788b4-0333-4616-9203-5b84eaf49e80,Oxford BioMedica PLC,...about a very rare side effect with the Oxford/AstraZeneca jab....,AstraZeneca,"APRIL 20, 2022"
GSK to buy Sierra Oncology for £1.5bn to boost cancer drug pipeline,https://www.ft.com/content/d26ea24f-1ea9-4b09-842d-4708090bfe42,,https://www.ft.com/stream/7e27074f-ef2c-45ed-a6e3-04f0a93451f4,GSK PLC,"...“I think we are still very much in the foothills of oncology but what is striking is that these things can change very quickly,” Miels said, pointing to the rapid success of his former employer AstraZeneca...",AstraZeneca,"APRIL 13, 2022"
Breast cancer: precision drugs make inroads against stubborn tumours,https://www.ft.com/content/4cc34cff-1cd0-44ee-bc92-72ee18e35cd5,,https://www.ft.com/pharmaceuticals,Pharmaceuticals sector,...AstraZeneca in 2019 bought a share in rights to the drug for up to $6.9bn. Positive trial results in February pushed the equity of the Anglo-Swedish company up 4 per cent....,AstraZeneca,"APRIL 6, 2022"
AstraZeneca prepared to ditch effort to secure US approval for Covid vaccine,https://www.ft.com/content/e1edb2b2-0e12-4c83-9257-eeeb2ba29267,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,...Roughly 2.6bn doses of AstraZeneca’s cheap and easy to deliver Covid vaccine have been administered globally....,AstraZeneca’s,"MARCH 17, 2022"
WPP chief confident in outlook despite Ukraine conflict ,https://www.ft.com/content/37eb3405-8970-465e-8ebc-f2d637208973,,https://www.ft.com/stream/b445134d-4023-471f-8f0b-17a4b8e6b80a,WPP PLC,"...WPP signed global deals with Coca-Cola and Google during the period and won assignments from clients including AstraZeneca, L’Oréal and J Sainsbury....",AstraZeneca,"FEBRUARY 24, 2022"
Sanofi and GSK to seek approval for delayed Covid vaccine,https://www.ft.com/content/1d0ee887-0c98-4bb2-9d6b-b4c231af31ef,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...It boosted neutralising antibodies by 18- to 30-fold when used as a third dose after an initial series of an mRNA shot, or an adenovirus jab, like those made by Oxford/AstraZeneca and Johnson & Johnson....",AstraZeneca,"FEBRUARY 23, 2022"
Covid vaccine helps push AstraZeneca to record revenues,https://www.ft.com/content/2227262f-b240-407c-b02c-597f481cc121,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...The new guidance puts AstraZeneca on track to hit a $40bn revenue target a year ahead of schedule....,AstraZeneca,"FEBRUARY 10, 2022"
Taylor Wimpey names new chief in shadow of Elliott,https://www.ft.com/content/93ae1585-948f-4892-a7b9-fee5b074c9dc,,https://www.ft.com/city-bulletin,City Bulletin,"...Email me at citybulletin@ft.com

Briefly

It is all change in UK plc today....",plc,"FEBRUARY 7, 2022"
BHP poised for FTSE 100 exit after shareholders back unification,https://www.ft.com/content/d75f0bec-3694-44ed-babd-3facfe420418,,https://www.ft.com/stream/e63fea1c-5571-4cd7-8952-d02ef388acf0,BHP Group Ltd,...The £128bn company — currently the third biggest in the FTSE 100 behind Shell and AstraZeneca — says a simpler corporate structure will make it more agile and better able to seize on acquisition opportunities...,AstraZeneca,"JANUARY 20, 2022"
The challenge to GSK from Unilever’s blockbuster consumer bid,https://www.ft.com/content/d1ee325f-07e2-4e50-a1f5-1f5d917c9573,,https://www.ft.com/helen-thomas,Helen Thomas,"...No one remembers or cares about takeover premia at that point either: just ask Pascal Soriot at AstraZeneca, who spent years batting off questions about Pfizer’s £55-a-share offer for AstraZeneca (before...",AstraZeneca,"JANUARY 18, 2022"
Covid vaccine makers face investor pressure over global access,https://www.ft.com/content/948196b8-27c7-4dec-996b-c5a1587c6676,https://www.ft.com/__origami/service/image/v2/images/raw/https%3A%2F%2Fd1e00ek4ebabms.cloudfront.net%2Fproduction%2F620006d5-eaf5-4c2b-a348-ce8a02613882.jpg?source=next&fit=scale-down&dpr=2&width=240,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...The letter was sent to the boards of Pfizer, Moderna, AstraZeneca and Johnson & Johnson....",AstraZeneca,"JANUARY 6, 2022"
Oxford/AstraZeneca vaccine: underdog provider needs to pass potency test,https://www.ft.com/content/bda616ee-8d6f-48d9-823d-74e2ef8c2c04,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,...The Oxford/AstraZeneca Covid-19 vaccine may have saved more lives than any other. But it has been dogged by controversy and setbacks....,AstraZeneca,"DECEMBER 23, 2021"
"AstraZeneca booster raises antibodies against Omicron less than Pfizer, study shows",https://www.ft.com/content/55b7bdc6-5bd3-41b6-8d01-91e2f92cff4c,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...A third dose of the Oxford/AstraZeneca Covid-19 vaccine increases antibody levels against the Omicron coronavirus variant far less than a BioNTech/Pfizer booster, a study has shown....",AstraZeneca,"DECEMBER 23, 2021"
Oxford and AstraZeneca developing Omicron-targeted version of vaccine,https://www.ft.com/content/e61faf47-d563-4a87-8f0c-dcf7b8b28b43,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...AstraZeneca had not yet formally applied for an EU-wide booster, Cooke added.

The UK and the EU are mostly using mRNA shots in their booster campaigns....",AstraZeneca,"DECEMBER 21, 2021"
"Covid boosters essential to back up Oxford/AstraZeneca jabs, new study shows",https://www.ft.com/content/1d7371c2-c248-4833-b9c9-2f91f48a4725,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,...Oxford and AstraZeneca did not respond to requests for comment....,AstraZeneca,"DECEMBER 20, 2021"
UK’s ‘mix and match’ booster jab strategy backed by new study,https://www.ft.com/content/e5be88c5-f32a-4bde-8ad9-19040b085f75,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,...But the Oxford/AstraZeneca and Valneva jabs lagged....,AstraZeneca,"DECEMBER 2, 2021"
Pascal Soriot links AstraZeneca jab to low UK hospitalisations,https://www.ft.com/content/92e77bf1-2266-4534-a043-daa6c8bb413f,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...The UK used the Oxford/AstraZeneca jab heavily at the start of its vaccination campaign, as it began immunising older and more vulnerable people first....",AstraZeneca,"NOVEMBER 23, 2021"
AstraZeneca calls on UK to increase science investment,https://www.ft.com/content/b825a376-6e5b-4e2c-a769-5166a57e07d8,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...The AstraZeneca vaccine powered much of the UK’s initial vaccination campaign....,AstraZeneca,"NOVEMBER 23, 2021"
"News updates from November 23: US to release 50m barrels of oil from reserves, thousands in England sign up for Covid booster, Apple sues Israeli spyware group NSO",https://www.ft.com/content/66724b3d-156d-4595-9494-b38a79507b51,,https://www.ft.com/ft-live-news,FT live news,,,
AstraZeneca’s vaccine hopes lie overseas as it runs out of road in UK,https://www.ft.com/content/35b659c7-af4f-4f60-a7ec-bb02f0c5041b,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...of 400,000 AstraZeneca shots were given....",AstraZeneca,"NOVEMBER 19, 2021"
Top scientist defends decision to sell AstraZeneca vaccine at a profit,https://www.ft.com/content/e289de88-2da9-45bc-ad86-093f03a66e49,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,"...“AstraZeneca has done more than any other company to address that,” he said....",AstraZeneca,"NOVEMBER 16, 2021"
AstraZeneca to take profits from Covid vaccine sales,https://www.ft.com/content/cae4eb5f-1369-4eec-88ec-6fd3afe352ab,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...AstraZeneca did not have a significant vaccine business before its partnership with Oxford....,AstraZeneca,"NOVEMBER 12, 2021"
AstraZeneca commits to vaccines business with new division,https://www.ft.com/content/36cbdad9-7dd9-4ba5-a4ef-818c41cfadb3,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,...The European Medicines Agency is still reviewing use of the AstraZeneca shot as a booster....,AstraZeneca,"NOVEMBER 9, 2021"
"Covid vaccines associated with rare neurological complications, says study",https://www.ft.com/content/b2b74d63-7c94-4602-82eb-82e87ec5186f,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,...AstraZeneca said patient safety was of the “utmost importance” and it worked with regulators to monitor safety information....,AstraZeneca,"OCTOBER 25, 2021"
Lowball investor offer has AstraZeneca on tender hooks,https://www.ft.com/content/0ac9dbac-a7be-47f3-bca7-0db697d9ab52,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...TRC tried the same tactic on AstraZeneca in 2004, as well as on dozens of others before and since....",AstraZeneca,"OCTOBER 22, 2021"
Valneva says Covid jab yields stronger immune response than AstraZeneca’s,https://www.ft.com/content/cfc924b5-8f7d-4a7d-8cb0-3a1c6d478c16,,https://www.ft.com/covid-19-vaccines,Covid-19 vaccines,...The vaccine was compared with the AstraZeneca shot because it is no longer seen as ethical to use a placebo since approved jabs became available....,AstraZeneca,"OCTOBER 18, 2021"
Mini-tenders/AstraZeneca: regulatory loophole creates trap for the unwary,https://www.ft.com/content/c4bb99da-8546-4213-b419-50609888b41f,,https://www.ft.com/mergers-acquisitions,Mergers & Acquisitions,...AstraZeneca on Monday urged holders of its American Depository shares to reject a below-market price approach. The offer was an example of a mini-tender....,AstraZeneca,"OCTOBER 18, 2021"
Why GSK investors might want to pass on private equity money,https://www.ft.com/content/95ba1ca6-935f-4a15-80a6-fe2542744535,,https://www.ft.com/cat-rutter-pooley,Cat Rutter Pooley,...Investors might trust AstraZeneca’s Pascal Soriot with such a war chest after the company’s recent outperformance....,AstraZeneca’s,"OCTOBER 14, 2021"
AstraZeneca says Covid drug cuts risk of severe disease or death by 50%,https://www.ft.com/content/17cf953b-38b5-4862-814f-ad51f1066f19,,https://www.ft.com/stream/e800f5e3-f118-4859-90a1-6e5c1cc969f0,AstraZeneca PLC,"...AstraZeneca’s Covid-19 antibody cocktail cuts the risk of severe disease or death in patients by half, the company said on Monday....",AstraZeneca’s,"OCTOBER 11, 2021"
Asos changes up its chief executive,https://www.ft.com/content/10544474-1c46-48af-8531-cf1a0f66653a,,https://www.ft.com/city-bulletin,City Bulletin,"...AstraZeneca said the latest trial of its antibody cocktail — as opposed to its vaccine — showed positive high-level results, with a “statistically significant reduction in severe Covid-19 or death compared...",AstraZeneca,"OCTOBER 11, 2021"
